what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677005955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677006628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677006989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677008111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677008413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677009673
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1328677009743
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1328677009748
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328677016468
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677017926
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677017986
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328677018001
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677036649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677046592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677048412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677049137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677049971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328677056312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328677056461
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677063277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1328677064437
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677094775
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328677096950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677150473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677155455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677155871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677673815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677702962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677703611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677703974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677763259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328677793717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678057469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678114044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678114956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678115253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678121032
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1328678126536
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328678127585
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328678127641
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328678131852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678132861
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678161232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678167285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678168287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678172270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678172704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678189273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678249049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678283851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328678283936
